INCIDENT_ID,FIRED_ID,FIRED_ACRES,FIRED_SIMPLE_FSR,FIRED_MAX_GROWTH,FIRED_IG_LON,FIRED_IG_LAT
2001_WA-SES-366_UNION VALLEY,2479,3766.069434009751,376.6069434009752,1538.2537124828561,-119.9764204099773,47.918749995675135
2001_NV-4ENA-K186_IBAPAH,2483,1273.0375551582258,318.25938878955645,477.38908318433477,-114.03316487203806,39.95624999638781
2001_CA-PNF-954_STREAM,2488,3766.069434009751,209.22607966720844,2386.9454159216734,-120.62417965412156,40.185416663033976
2001_ID BOD F226_DOE FLAT,2496,4349.544980123937,1449.8483267079796,3129.550656430638,-115.18404486451932,42.22291666285161
2001_MT-LED-071_CASTLE,2513,2174.7724900619687,362.4620816769949,901.7349349037434,-107.37712767444626,47.806249995685214
2001_WY-CPX-084_THUNDER CHILD COMPLEX,2519,3766.069434009751,1255.3564780032507,1644.3401754127083,-107.0069437049508,44.94374999594141
2001_NV-4HTF-P44602_SMITH CREEK,2520,159.12969439477823,159.12969439477823,159.12969439477823,-115.2586798982381,39.08541666313241
2001_WY-YNP-F113_ARTHUR,2522,2917.377730570934,364.67221632136676,1326.0807866231519,-110.07716381056257,44.452083329318754
2001_ID-SCF-1010_SNOWSHOE,2523,17186.00699463605,440.66684601630897,3819.112665474678,-115.29835053686902,44.68958332929749
2001_OR-OFS-000_PORT FIRE,2527,742.605240508965,123.76754008482753,371.3026202544825,-119.2392353438804,45.91874999585415
2001_WY-CAD-112_KAYE FIELD,2537,583.4755461141868,194.49184870472894,530.432314649261,-104.93454357702392,43.07708332944182
2001_NV-EKD-X246_STAG,2588,20474.687345461465,1706.223945455122,12040.813542538219,-115.37847885843482,41.33958332959734
2001_ID-NPF-030_TACO,2596,2811.2912676410824,187.41941784273882,636.5187775791129,-116.13614251981528,45.427083329231486
2001_OR-98S-981-096_  INDIAN SPRINGS,2607,1219.9943236932997,243.99886473865993,477.38908318433477,-121.3374451418677,42.29791666284489
2001_NV-EKD-X-257_DELANO,2625,7479.095636554577,747.9095636554576,3766.069434009751,-114.2650181866482,41.69374999623229
2001_NV-ELD-K202_WATER CANYON,2632,1219.9943236932997,406.6647745644333,1007.8213978335955,-115.58965072013956,39.91874999639116
2001_NV-1HTF-819_MURPHY,2643,5198.236683562756,577.581853729195,3606.9397396149734,-115.61629167426683,41.87708332954922
2001_NV-EKD-X275_SHEEP,2645,74737.91313408084,7473.791313408083,54316.269020084306,-116.72896585220126,40.77708332964768
2001_CA-MNF-0667_TROUGH,2660,21535.551974759986,1266.7971749858818,6789.533627510538,-122.62992460244226,39.39374999643817
2001_CA-NOD-2228_OBSERVATION,2681,57392.77644505002,5739.277644505002,30446.81486086757,-120.18645900217044,40.78124999631397
2001_OR-ORS-107_QUARTZ,2683,5834.755461141868,448.8273431647592,1591.2969439477822,-122.86328375954103,42.097916662862794
2001_NV-CNC-0209_BULL BASIN,2690,1219.9943236932997,243.99886473865993,901.7349349037434,-119.5597053542078,40.468749996341934
2001_NVNNSN2020254_RODEO CREEK,2691,106.08646292985215,106.08646292985215,106.08646292985215,-116.50821471835316,40.93958332963314
2001_NV-WID-0203_KRUM,2693,8858.219654642655,1476.3699424404424,5993.885155536646,-117.8429186208075,41.02291666295902
2001_NV-CCD-1766_FISH,2695,20633.817039856247,2947.6881485508916,9176.479043432213,-119.99217397934048,40.04374999637998
2001_NV-CNC-0221_WILLOW TREE,2711,4561.717905983643,651.6739865690919,3235.637119360491,-117.91635638782894,40.689583329655505
2001_NV-CNC-0219_KUMIVA,2716,689.562009044039,137.91240180880783,424.3458517194087,-119.20263964649936,40.502083329672296
2001_WY-BTF-080_FALCON,2717,3341.7235822903426,175.88018854159702,1379.124018088078,-110.1508713712041,44.131249996014134
2001_CA-NOD-2261_BUZZ,2719,954.7781663686695,477.38908318433477,901.7349349037434,-119.90857673233616,41.36458332959509
2001_NV-CNC-0239_CLEAR CREEK,2722,50444.11312314469,3880.316394088055,15700.79651361812,-117.6624829308533,40.77291666298139
2001_NV-CNC-0238_RANCH,2723,4614.761137448569,922.9522274897137,2493.0318788515256,-117.00715874857134,41.17708332961188
2001_CO-CRD-498_JELLY,2731,1750.4266383425604,159.12969439477823,636.5187775791129,-108.45110630022457,40.07291666304403
2001_OR-WWF-236_HORSE CREEK,2736,14905.148041644228,993.6765361096152,6046.928387001573,-116.79187234934116,45.6145833292147
2001_NV-CNC-0224_MIDAS,2737,1113.9078607634476,1113.9078607634476,1113.9078607634476,-116.4673123057165,40.70624999632068
2001_NV-CNC-0211_SPAULDING,2743,65349.26116478893,5940.84192407172,25566.83756609437,-117.93682909838692,40.502083329672296
2001_OR-ORS-3026_BRIDGE CR,2747,7532.138868019503,753.2138868019504,1962.5995642022647,-118.97266952453194,45.05624999593134
2001_CA-INF-773_CRATER,2749,901.7349349037434,225.43373372593584,477.38908318433477,-118.93043120590808,37.93124999656905
2001_NV-NNS-2020292_STARR VALLEY,2752,424.3458517194087,424.3458517194087,424.3458517194087,-115.21099672829584,40.98958332962866
2001_NV-CNC-0206_QUINN RIVER,2753,212.17292585970432,212.17292585970432,212.17292585970432,-117.55770441093723,41.94374999620992
2001_ID-SID-G378_SUBLETT RESERVOIR,2754,3713.0262025448255,618.8377004241376,2068.6860271321166,-113.07136975410272,42.331249996175245
2001_NV-WID-J432_GOLDEN EAGLE,2755,2599.118341781378,371.3026202544825,1750.4266383425604,-118.19791802218292,40.86041666297354
2001_NV-WID-J438_PERU,2759,795.6484719738911,265.21615732463044,742.605240508965,-118.13184765989268,40.43541666301159
2001_ID-EIC-F728_HAY CANYON,2760,2068.6860271321166,188.06236610291973,1326.0807866231519,-112.93025121712093,42.177083329522375
2001_WA-COA-123_GOOSE LAKE,2765,477.38908318433477,159.12969439477823,424.3458517194087,-119.3552324335084,48.1395833289887
2001_ID-PAF-016_ELK CREEK,2767,1591.2969439477822,122.40745722675247,424.3458517194087,-115.50773509796942,45.11041666259316
2001_CA-TNF-14107_GAP,2772,2705.2048047112307,338.1506005889038,2121.7292585970436,-120.60432026190858,39.297916663113405
2001_ID-BOD-F250_CHAPPED WILLOW,2797,106.08646292985215,106.08646292985215,106.08646292985215,-116.46306246029953,43.810416662709514
2001_UT-UIF-18126_SOUTH  HOLLOW,2828,848.6917034388173,94.29907815986859,318.25938878955645,-111.13915565434466,40.49374999633971
2001_UT-UIF-18127_MOLLIE,2845,5198.236683562756,742.605240508965,2811.2912676410824,-111.75972282450896,39.96874999638669
2001_NV-2HTF-P44660_UPPER WILLOW,2859,40153.726218949036,5019.2157773686295,20262.514419601765,-117.58172055619178,41.74374999622783
2001_CA-NEU-14446_PONDEROSA,2862,2652.1615732463038,331.520196655788,1219.9943236932997,-120.921950223767,39.07291666313353
2001_MT-FNF-061_MOOSE,2880,64765.785618674745,1850.451017676421,10131.257209800882,-114.1622701017034,48.60208332894731
2001_WY-SHF-P27215_DINWOODY,2887,212.17292585970432,35.36215430995072,106.08646292985215,-109.5245465315734,43.30208332942168
2001_CA-MMU-014026_CREEK,2889,12518.202625722553,1788.3146608175077,6577.360701650833,-120.23785657302903,37.79374999658136
2001_MT-GNF-01-048_FRIDLEY,2902,26044.226649278702,1132.357680403422,9866.04105247625,-110.82170252334022,45.53541666255512
2001_CA-SNF-1212_NORTH FORK,2903,4031.285591334382,366.4805083031256,2227.8157215268952,-119.48375332514615,37.28541666329353
2001_CA-TCU-6112_LEONARD,2905,5251.279915027683,750.1828450039545,3129.550656430638,-120.61125231302894,38.22708332987591
2001_MT-GNF-01040_MONUMENT,2909,1962.5995642022647,85.33041583488107,848.6917034388173,-110.15708218165352,45.16458332925498
2001_WY-HOX-001_RENNER DRAW,2922,2652.1615732463038,663.0403933115759,2227.8157215268952,-108.9149081742918,43.977083329361264
2001_WY-MB1-270_LEROY,2967,4826.934063308273,254.0491612267512,2493.0318788515256,-105.27018977545556,42.15208332952461
2001_UT-ZIP-0052_LANGSTON COMPLEX,2975,477.38908318433477,95.47781663686695,212.17292585970432,-113.1183914511156,37.42291666328122
2001_CA-ENF-12745_STAR,2988,16443.401754127084,714.9305110490036,5198.236683562756,-120.51185732141984,39.11874999646277
2001_NV-ELD-K286_REPEATER,3020,1273.0375551582258,212.17292585970432,742.605240508965,-115.08646319068664,39.28541666311452
2001_ID-BOD-F266_ROUGH DIAMONDS,3038,8062.571182668764,1612.5142365337526,4084.328822799308,-116.63293439674946,43.085416662774406
2001_CA-SHU-07984_OREGON,3057,1750.4266383425604,350.08532766851204,1326.0807866231519,-122.95864628938834,40.74791666298361
2001_CA-SHF-08086_HYAMPOM,3106,742.605240508965,148.521048101793,371.3026202544825,-123.21246788054236,40.57291666299928
2001_CA-BTU-10696_POE,3113,8115.61441413369,676.3012011778076,5304.323146492608,-121.47589949973845,39.71458332974278
2001_ID-SID-414_WILLOW CREEK,3130,20580.773808391317,1083.1986214942801,16231.22882826738,-114.55611525310186,43.4229166627442
2001_CA-TCU-06632_DARBY,3164,14268.629264065115,1097.5868664665472,3182.5938878955644,-120.2628594402764,38.18958332987926
2001_NV-EKD-X334_SHALE,3170,954.7781663686695,954.7781663686695,954.7781663686695,-115.87269176284336,40.88541666297131
2001_WY-CSX-P21006_MCFARLAND DIVIDE,3221,1219.9943236932997,304.99858092332494,1060.8646292985218,-104.76151320154516,44.427083329320986
2001_ID-NPF-050_EARTHQUAKE FIRE,3269,901.7349349037434,100.19277054486037,371.3026202544825,-115.9740971838297,45.843749995860854
2001_ID-BOD-F279_COVE ROAD,3294,2121.7292585970436,424.3458517194087,1060.8646292985218,-116.71514990106748,44.24791666267036
2001_MT FNF 084_BIRK,3510,3606.9397396149734,257.63855282964096,1538.2537124828561,-113.31616680398136,47.264583329067015
2001_UT-SCS-184_BIRCH,3517,2015.642795667191,118.56722327454064,1379.124018088078,-111.7948412154525,39.77708332973718
2001_ID-NPF-064_LONE PINE,3584,636.5187775791129,127.30375551582259,265.21615732463044,-115.00403908284662,46.114583329169946
2001_MT-GNF-01-070_PURDY CREEK,3603,2068.6860271321166,344.7810045220195,901.7349349037434,-111.18410163413522,45.502083329224774
2001_ID-CWF-020_TWO MILE,3617,742.605240508965,185.65131012724126,477.38908318433477,-114.71845707923922,46.306249995819464
2001_SD-SDS-015203_WEST HELLS,3627,9070.39258050236,755.8660483751966,4084.328822799308,-103.6751864592122,43.37708332941497
2001_MT-LNF-145_CABIN CREEK,3637,424.3458517194087,53.04323146492607,159.12969439477823,-112.94420840286996,47.23124999573667
2001_MT-MCD-161_MCKENZIE,3711,424.3458517194087,141.44861723980287,371.3026202544825,-103.58026922536662,45.743749995869806
2001_MT-LCF-033_BIGGS FLAT FIRE,3781,1591.2969439477822,397.82423598694555,954.7781663686695,-112.89630005229502,47.73958332902451
2001_CA-ANF-3734_STABLES,4067,7532.138868019503,753.2138868019504,6736.490396045612,-118.483520146955,34.47291666354527
2001_LA-SBR-02003_LOST SHRIMP BOAT FIRE,4189,1326.0807866231519,221.013464437192,848.6917034388173,-93.7266318673764,29.84791666395921
"2001_TN-TNS-004_DISTRICT 2, RIDGECREST",4278,742.605240508965,29.7042096203586,212.17292585970432,-83.65733123576094,35.81874999675814
2001_GA-CHF-10197_GLASS MINE FIRE,4297,1219.9943236932997,55.45428744060454,689.562009044039,-83.96699540240787,34.652083330195886
2001_CA-BTU-12700_70,4339,1326.0807866231519,189.440112374736,742.605240508965,-121.4820243673004,39.73958332974053
2001_SC-SCS-01001_LONG BAY,4583,1803.4698698074867,450.8674674518717,1538.2537124828561,-78.75700071232983,33.83541666360232
2001_NC-NCF-01145_LARMON,4620,265.21615732463044,66.3040393311576,159.12969439477823,-82.84123630684878,35.92291666341548
2001_KY-DBF-02089_GREAT GULF,4714,53.04323146492607,53.04323146492607,53.04323146492607,-84.53798092172926,36.83124999666752
2001_CA-MVU-8827_BELL,4747,1644.3401754127083,548.1133918042361,742.605240508965,-116.58941729953416,32.602083330379365
2002_CA-MVU-1024_GAVILAN,5089,5993.885155536646,374.61782222104034,4879.977294773198,-117.25285012086736,33.40624999697406
2002_AZ-CNF-030_OVERSITE,5198,901.7349349037434,53.04323146492607,212.17292585970432,-110.3039441709569,31.406249997153065
2002_AZ-SAD-C515_OAK TREE,5203,2970.42096203586,742.605240508965,2546.0751103164516,-110.59668062789474,31.768749997120626
2002_AZ-AZS-02-0086_MUSTANG,5220,1485.21048101793,495.0701603393101,636.5187775791129,-110.43374113359148,31.693749997127338
2002_VA-SHP-0209_FULTZ RUN,5240,3341.7235822903426,185.65131012724126,1007.8213978335955,-78.54949344414649,38.51041666318388
2002_TX-TXS-00012_CHERRY FIRE,5384,159.12969439477823,159.12969439477823,159.12969439477823,-101.12402532628808,34.85208333017799
2002_OK-OSA-02036_SAND CREEK,5475,1273.0375551582258,67.00197658727504,689.562009044039,-96.18243203737616,36.71874999667759
2002_GA-OKR-00001_NUMBER ONE ISLAND FIRE,5595,3553.896508150048,273.3766544730806,1538.2537124828561,-82.1834093440686,30.67291666388537
2002_NM-GNF-006_MIDDLE,5618,6365.187775791129,489.6298289070099,2811.2912676410824,-108.40935352871188,33.52291666363029
2002_GA-OKR-02004_BLACKJACK BAY COMPLEX,5968,95955.20572005128,1810.475579623609,8699.089960247875,-82.22955427345919,30.72708333054718
2002_AZ-CNF-098_MERRITT,5995,848.6917034388173,282.89723447960574,689.562009044039,-110.42623170037056,31.44791666381601
2002_AZ-BAR-2519_CENTER,6025,530.432314649261,88.40538577487679,265.21615732463044,-111.58139649063484,31.756249997121746
2002_CO-PSF-150_SNAKING,6079,1379.124018088078,197.01771686972543,954.7781663686695,-105.49448353572993,39.41458332976963
2002_NM-LNF-020_PENASCO,6093,11934.727079608369,1193.4727079608367,5516.496072352312,-105.59835802750403,32.86874999702217
2002_NC-NCF-02074_WHITE OAK ROAD,6106,424.3458517194087,424.3458517194087,424.3458517194087,-76.98131761934485,34.74374999685435
2002_AZ-CNF-114_RYAN,6126,29704.209620358604,2475.3508016965498,14958.191273109156,-110.49601820132692,31.593749997136285
2002_CA-ANF-1354_BOUQUET,6593,4614.761137448569,576.8451421810711,2599.118341781378,-118.43844014810227,34.547916663538544
2002_CA-ORC-  27999_ANTONIO,6649,53.04323146492607,53.04323146492607,53.04323146492607,-117.60281629828006,33.597916663623565
2002_AZ-PNF-355_INDIAN,6652,1326.0807866231519,221.013464437192,954.7781663686695,-112.48362405903356,34.5062499968756
2002_CA-CNF-0000795_MATEO,6664,1007.8213978335955,143.97448540479937,318.25938878955645,-117.50259879925066,33.439583330304416
2002_AZ-CNF-164_BULLOCK,6774,28484.215296665305,1356.3912046031098,4402.588211588864,-110.66166866114784,32.439583330393916
2002_MS-MSS-01_BLACKCREEK,6794,689.562009044039,76.61800100489323,212.17292585970432,-88.52846232715027,30.618749997223556
2002_CO-PSF-404_HAYMAN,6819,132024.603116201,3385.2462337487436,54475.39871447908,-105.33353081428513,39.06041666313466
2002_NM-SNF-077_BORREGO,6844,6577.360701650833,657.7360701650833,2546.0751103164516,-105.82264931639286,35.997916663408766
2002_NM-N2S-079_PONIL FIRE,6952,72032.7083293696,3274.2140149713464,20845.98996571595,-105.06788682289668,36.647916663350586
2002_CA-LPF-869_WOLF,6956,22119.027520874173,1701.4636554518595,5887.798692606795,-119.23122877836244,34.61041666353295
2002_UT-DIF-009_SANFORD,6962,58135.381685558976,2422.307570231624,34955.48953538629,-112.21496267126533,37.88541666323982
2002_NM-N4S-951_CERRO PELADO,6967,8805.176423177729,880.5176423177732,3023.4641935007867,-105.00173740580878,36.135416663396455
2002_CA-BDF-4803_ARROWHEAD,6969,2280.858952991821,380.1431588319702,1962.5995642022647,-117.24787131427856,34.189583330237284
2002_NM-EMP-361_CHERRY,6972,4296.501748659012,390.59106805991024,2652.1615732463038,-108.08553638820776,34.856249996844284
2002_AZ-AZS-02-0480_WITCH,6977,159.12969439477823,159.12969439477823,159.12969439477823,-109.46499068916503,31.822916663782447
2002_NM-N2S-076_SPRING,6984,24240.75677947122,1864.6735984208628,15117.320967503932,-104.92722569680252,37.02708332998332
2002_NV-ELD-Y012_PARSNIP,6987,848.6917034388173,169.73834068776344,318.25938878955645,-114.0501529435912,38.22708332987591
2002_CO-PBX-0375_TRINIDAD COMPLEX,7003,5463.452840887386,780.4932629839122,2970.42096203586,-104.3947605624313,37.06874999664625
2002_UT-MLF-2064_NIZHONI,7039,583.4755461141868,145.8688865285467,477.38908318433477,-109.53140103609972,37.78124999658248
2002_UT-DIF-011_SCRABBLE,7056,1697.3834068776346,565.7944689592115,1538.2537124828561,-113.67177638806584,37.47291666327674
2002_CO-RGD-372_IRON MOUNTAIN,7097,1060.8646292985218,265.21615732463044,954.7781663686695,-105.47622687154684,38.33124999653325
2002_NM-N2S-084_TURKEY,7123,848.6917034388173,212.17292585970432,371.3026202544825,-104.96244485850816,36.54374999669323
2002_CA-ANF-1767_COPPER,7143,22225.11398380403,2778.1392479755036,11245.16507056433,-118.4538022921509,34.57291666353631
2002_SC-FMF-280_BIG OCEAN,7153,636.5187775791129,70.72430861990144,318.25938878955645,-79.76650077219848,33.235416663656025
2002_UT-CCD-R306_BIG WASH,7154,4296.501748659012,477.38908318433477,2280.858952991821,-112.89683653497237,37.50208332994081
2002_CO-GJX-276_COAL SEAM FIRE,7190,8911.262886107581,891.1262886107583,6895.62009044039,-107.36087545948162,39.58958332975396
2002_CO-SJF-26804_MISSIONARY RIDGE,7207,53891.923168364905,2245.496798681871,13738.196949415853,-107.70101300860604,37.377083329952
2002_WY-MB1-062_HENSEL,7243,13207.764634766594,600.352937943936,4243.458517194087,-105.3913221217348,42.28541666284601
2002_CA-AFV-0364_SUDDEN RANCH,7246,7319.9659421598,609.9971618466499,4614.761137448569,-120.49735932120696,34.547916663538544
2002_AZ-CNF-198_WALKER,7253,14003.413106740485,2000.487586677212,6046.928387001573,-111.06476380037886,31.335416663826074
2002_NM-CAF-223_MONTOYA,7256,2599.118341781378,519.8236683562757,1803.4698698074867,-106.37587999242578,36.48541666336514
2002_AZ-AZS-02-0567_WEST DOME,7273,1166.9510922283737,233.39021844567478,530.432314649261,-110.46783229611832,31.681249997128457
2002_SCS-022104417_LEGENDS FIRE,7283,1432.1672495530042,79.5648471973891,1219.9943236932997,-79.00813736804031,33.72708333027867
2002_NV-HTF-1228_CANNON,7290,22808.58952991821,1629.1849664227298,6259.101312861276,-119.42633222548125,38.477083329853535
2002_CA-SQF-1139_BOREL,7298,3182.5938878955644,454.65626969936625,1697.3834068776346,-118.5189633285483,35.585416663445685
2002_CO-RGF-473_MILLION,7323,5039.106989167977,458.10063537890716,2386.9454159216734,-106.57696910862091,37.647916663261086
2002_CA-BDF-5183_BLUECUT,7326,14321.672495530041,895.1045309706276,5039.106989167977,-117.46209767693594,34.28541666356203
2002_CA-ANF-001949_COPCO FIRE,7368,1856.5131012724128,371.3026202544825,1750.4266383425604,-118.7945735617642,34.74374999685435
2002_CA-CNF-001166_TROY,7381,1219.9943236932997,406.6647745644333,1166.9510922283737,-116.39745180380952,32.822916663692936
2002_NM-GNF-079_CUB,7440,8593.003497318025,537.0627185823765,4986.063757703051,-108.57815659793494,33.310416663649306
2002_CO-WRD-189_PINYON RIDGE,7449,2333.9021844567474,388.9836974094579,583.4755461141868,-108.37435465424868,40.2229166630306
2002_NM-N3S-3136_WALNUT COMPLEX,7477,17610.352846355458,1600.9411678504962,5940.84192407172,-108.6614545659298,31.618749997134053
2002_CO-DSP-217_BEAR,7491,4933.020526238125,704.7172180340181,1485.21048101793,-108.6474688899803,40.443749996344174
2002_CO-WRF-339_SPRING CREEK COMPLEX,7499,3182.5938878955644,187.21140517032734,583.4755461141868,-107.51187985054176,39.693749996411306
2002_WY-WRA-050_SOUTH FORK II,7517,12783.418783047186,608.7342277641517,3341.7235822903426,-109.10290147429104,42.94791666278672
2002_MT-MCD-059_LINE CREEK,7537,9070.39258050236,755.8660483751966,5198.236683562756,-105.9427257047792,45.014583329268405
2002_SD-SDS-024159_GRIZZLY GULCH,7556,10979.948913239698,998.1771739308815,3659.9829710799,-103.723357273437,44.38124999599176
2002_AZ-NAO-170_CARRIZO # 1,7564,3925.1991284045293,392.519912840453,1166.9510922283737,-109.1342358808554,36.797916663337155
2002_UT-MOD-2120_PRICE CANYON,7574,2864.3344991060085,477.38908318433477,1060.8646292985218,-110.88144131562017,39.768749996404594
2002_UT-ASF-41075_MUSTANG,7575,22225.11398380403,2020.4649076185478,7213.879479229947,-109.29212545957051,40.95208332963201
